date,new_cases,total_cases,new_deaths,total_deaths,new_tests,total_tests,cases_per_million,deaths_per_million,tests_per_million
2020-04-30,2086.0,203591.0,323.0,27682.0,41441.0,419591.0,3367.2650453109027,3367.2650453109027,3367.2650453109027
2020-05-01,1872.0,205463.0,285.0,27967.0,43732.0,463323.0,3398.226729102534,3398.226729102534,3398.226729102534
2020-05-02,1965.0,207428.0,269.0,28236.0,31231.0,494554.0,3430.726573467147,3430.726573467147,3430.726573467147
2020-05-03,1900.0,209328.0,474.0,28710.0,27047.0,521601.0,3462.151359366773,3462.151359366773,3462.151359366773
2020-05-04,1389.0,210717.0,174.0,28884.0,22999.0,544600.0,3485.124531795499,3485.124531795499,3485.124531795499
2020-05-05,1221.0,211938.0,195.0,29079.0,32211.0,576811.0,3505.319091576259,3505.319091576259,3505.319091576259
2020-05-06,1075.0,213013.0,236.0,29315.0,37771.0,614582.0,3523.0989046510467,3523.0989046510467,3523.0989046510467
2020-05-07,1444.0,214457.0,369.0,29684.0,13665.0,628247.0,3546.9817419347623,3546.9817419347623,3546.9817419347623
2020-05-08,1401.0,215858.0,274.0,29958.0,45428.0,673675.0,3570.1533866954865,3570.1533866954865,3570.1533866954865
2020-05-09,1327.0,217185.0,243.0,30201.0,36091.0,709766.0,3592.1011187422255,3592.1011187422255,3592.1011187422255
2020-05-10,1083.0,218268.0,194.0,30395.0,31384.0,741150.0,3610.013246705012,3610.013246705012,3610.013246705012
2020-05-11,802.0,219070.0,165.0,30560.0,25823.0,766973.0,3623.277814226854,3623.277814226854,3623.277814226854
2020-05-12,744.0,219814.0,179.0,30739.0,39620.0,806593.0,3635.5830988107073,3635.5830988107073,3635.5830988107073
2020-05-13,1402.0,221216.0,172.0,30911.0,37049.0,843642.0,3658.7712829324314,3658.7712829324314,3658.7712829324314
2020-05-14,888.0,222104.0,195.0,31106.0,41131.0,884773.0,3673.4582355002563,3673.4582355002563,3673.4582355002563
2020-05-15,992.0,223096.0,262.0,31368.0,39027.0,923800.0,3689.865281612061,3689.865281612061,3689.865281612061
2020-05-16,789.0,223885.0,242.0,31610.0,40657.0,964457.0,3702.9148374409056,3702.9148374409056,3702.9148374409056
2020-05-17,875.0,224760.0,153.0,31763.0,33505.0,997962.0,3717.3867783157334,3717.3867783157334,3717.3867783157334
2020-05-18,675.0,225435.0,145.0,31908.0,26101.0,1024063.0,3728.5508469906003,3728.5508469906003,3728.5508469906003
2020-05-19,451.0,225886.0,99.0,32007.0,40226.0,1064289.0,3736.0100988015115,3736.0100988015115,3736.0100988015115
2020-05-20,813.0,226699.0,162.0,32169.0,38617.0,1102906.0,3749.4565992943517,3749.4565992943517,3749.4565992943517
2020-05-21,665.0,227364.0,161.0,32330.0,40644.0,1143550.0,3760.4552743592203,3760.4552743592203,3760.4552743592203
2020-05-22,642.0,228006.0,156.0,32486.0,42987.0,1186537.0,3771.073544121094,3771.073544121094,3771.073544121094
2020-05-23,652.0,228658.0,130.0,32616.0,42579.0,1229116.0,3781.8572074929657,3781.8572074929657,3781.8572074929657
2020-05-24,669.0,229327.0,119.0,32735.0,34206.0,1263322.0,3792.922040001834,3792.922040001834,3792.922040001834
2020-05-25,531.0,229858.0,50.0,32785.0,20676.0,1283998.0,3801.7044406927293,3801.7044406927293,3801.7044406927293
2020-05-26,300.0,230158.0,92.0,32877.0,33944.0,1317942.0,3806.6662489926703,3806.6662489926703,3806.6662489926703
2020-05-27,397.0,230555.0,78.0,32955.0,37299.0,1355241.0,3813.232375309592,3813.232375309592,3813.232375309592
2020-05-28,584.0,231139.0,117.0,33072.0,39838.0,1395079.0,3822.891362133477,3822.891362133477,3822.891362133477
2020-05-29,593.0,231732.0,70.0,33142.0,38233.0,1433312.0,3832.6992032063604,3832.6992032063604,3832.6992032063604
2020-05-30,516.0,232248.0,87.0,33229.0,36051.0,1469363.0,3841.233513482259,3841.233513482259,3841.233513482259
2020-05-31,416.0,232664.0,111.0,33340.0,28948.0,1498311.0,3848.1138876581767,3848.1138876581767,3848.1138876581767
2020-06-01,355.0,233019.0,75.0,33415.0,18053.0,1516364.0,3853.9853608131066,3853.9853608131066,3853.9853608131066
2020-06-02,178.0,233197.0,60.0,33475.0,25628.0,1541992.0,3856.9293670710717,3856.9293670710717,3856.9293670710717
2020-06-03,318.0,233515.0,55.0,33530.0,20035.0,1562027.0,3862.1888838690093,3862.1888838690093,3862.1888838690093
2020-06-04,321.0,233836.0,71.0,33601.0,27451.0,1589478.0,3867.498018749946,3867.498018749946,3867.498018749946
2020-06-05,177.0,234013.0,88.0,33689.0,40470.0,1629948.0,3870.425485646911,3870.425485646911,3870.425485646911
2020-06-06,518.0,234531.0,85.0,33774.0,34036.0,1663984.0,3878.992874644809,3878.992874644809,3878.992874644809
2020-06-07,270.0,234801.0,72.0,33846.0,27894.0,1691878.0,3883.458502114756,3883.458502114756,3883.458502114756
2020-06-08,197.0,234998.0,53.0,33899.0,16301.0,1708179.0,3886.7167562317168,3886.7167562317168,3886.7167562317168
2020-06-09,280.0,235278.0,65.0,33964.0,32200.0,1740379.0,3891.347777311662,3891.347777311662,3891.347777311662
2020-06-10,283.0,235561.0,79.0,34043.0,37865.0,1778244.0,3896.0284164746063,3896.0284164746063,3896.0284164746063
2020-06-11,202.0,235763.0,71.0,34114.0,32991.0,1811235.0,3899.3693673965663,3899.3693673965663,3899.3693673965663
2020-06-12,379.0,236142.0,53.0,34167.0,37651.0,1848886.0,3905.6377852154915,3905.6377852154915,3905.6377852154915
2020-06-13,163.0,236305.0,56.0,34223.0,32880.0,1881766.0,3908.3337010584596,3908.3337010584596,3908.3337010584596
2020-06-14,346.0,236651.0,78.0,34301.0,29545.0,1911311.0,3914.0563199643916,3914.0563199643916,3914.0563199643916
2020-06-15,338.0,236989.0,44.0,34345.0,17463.0,1928774.0,3919.646623982325,3919.646623982325,3919.646623982325
2020-06-16,301.0,237290.0,26.0,34371.0,27762.0,1956536.0,3924.624971643266,3924.624971643266,3924.624971643266
2020-06-17,210.0,237500.0,34.0,34405.0,33957.0,1990493.0,3928.098237453224,3928.098237453224,3928.098237453224
2020-06-18,328.0,237828.0,43.0,34448.0,32921.0,2023414.0,3933.5231478611595,3933.5231478611595,3933.5231478611595
2020-06-19,331.0,238159.0,66.0,34514.0,28570.0,2051984.0,3938.9976763520945,3938.9976763520945,3938.9976763520945
2020-06-20,-148.0,238011.0,47.0,34561.0,29875.0,2081859.0,3936.5498509241233,3936.5498509241233,3936.5498509241233
2020-06-21,264.0,238275.0,49.0,34610.0,24581.0,2106440.0,3940.9162422280715,3940.9162422280715,3940.9162422280715
2020-06-22,224.0,238499.0,24.0,34634.0,16152.0,2122592.0,3944.6210590920273,3944.6210590920273,3944.6210590920273
2020-06-23,221.0,238720.0,23.0,34657.0,23225.0,2145817.0,3948.276257872984,3948.276257872984,3948.276257872984
2020-06-24,113.0,238833.0,18.0,34675.0,30237.0,2176054.0,3950.145205665962,3950.145205665962,3950.145205665962
2020-06-25,577.0,239410.0,-31.0,34644.0,29421.0,2205475.0,3959.688416962848,3959.688416962848,3959.688416962848
2020-06-26,296.0,239706.0,34.0,34678.0,28331.0,2233806.0,3964.5840678187897,3964.5840678187897,3964.5840678187897
2020-06-27,255.0,239961.0,30.0,34708.0,29721.0,2263527.0,3968.8016048737395,3968.8016048737395,3968.8016048737395
2020-06-28,175.0,240136.0,8.0,34716.0,21183.0,2284710.0,3971.695993048705,3971.695993048705,3971.695993048705
2020-06-29,174.0,240310.0,22.0,34738.0,15484.0,2300194.0,3974.5738418626706,3974.5738418626706,3974.5738418626706
2020-06-30,126.0,240436.0,6.0,34744.0,28471.0,2328665.0,3976.657801348646,3976.657801348646,3976.657801348646
2020-07-01,142.0,240578.0,23.0,34767.0,29325.0,2357990.0,3979.006390610618,3979.006390610618,3979.006390610618
2020-07-02,182.0,240760.0,21.0,34788.0,29147.0,2387137.0,3982.0165543125822,3982.0165543125822,3982.0165543125822
2020-07-03,201.0,240961.0,30.0,34818.0,25680.0,2412817.0,3985.3409658735427,3985.3409658735427,3985.3409658735427
2020-07-04,223.0,241184.0,15.0,34833.0,28946.0,2441763.0,3989.0292433764985,3989.0292433764985,3989.0292433764985
2020-07-05,235.0,241419.0,21.0,34854.0,21166.0,2462929.0,3992.915993211452,3992.915993211452,3992.915993211452
2020-07-06,192.0,241611.0,7.0,34861.0,13771.0,2476700.0,3996.0915505234148,3996.0915505234148,3996.0915505234148
2020-07-07,208.0,241819.0,8.0,34869.0,22490.0,2499190.0,3999.5317376113735,3999.5317376113735,3999.5317376113735
2020-07-08,137.0,241956.0,30.0,34899.0,28679.0,2527869.0,4001.7976300683467,4001.7976300683467,4001.7976300683467
2020-07-09,193.0,242149.0,15.0,34914.0,29947.0,2557816.0,4004.9897267413085,4004.9897267413085,4004.9897267413085
2020-07-10,214.0,242363.0,12.0,34926.0,27251.0,2585067.0,4008.5291499952664,4008.5291499952664,4008.5291499952664
2020-07-11,276.0,242639.0,12.0,34938.0,25449.0,2610516.0,4013.094013631212,4013.094013631212,4013.094013631212
2020-07-12,188.0,242827.0,7.0,34945.0,23061.0,2633577.0,4016.203413499175,4016.203413499175,4016.203413499175
2020-07-13,234.0,243061.0,9.0,34954.0,14006.0,2647583.0,4020.073623973129,4020.073623973129,4020.073623973129
2020-07-14,169.0,243230.0,13.0,34967.0,24222.0,2671805.0,4022.8687759820955,4022.8687759820955,4022.8687759820955
2020-07-15,114.0,243344.0,17.0,34984.0,28392.0,2700197.0,4024.7542631360734,4024.7542631360734,4024.7542631360734
2020-07-16,162.0,243506.0,13.0,34997.0,28089.0,2728286.0,4027.4336396180415,4027.4336396180415,4027.4336396180415
2020-07-17,230.0,243736.0,20.0,35017.0,28661.0,2756947.0,4031.237692647996,4031.237692647996,4031.237692647996
2020-07-18,231.0,243967.0,11.0,35028.0,27569.0,2784516.0,4035.0582850389505,4035.0582850389505,4035.0582850389505
2020-07-19,249.0,244216.0,14.0,35042.0,20621.0,2805137.0,4039.1765859279017,4039.1765859279017,4039.1765859279017
2020-07-20,218.0,244434.0,3.0,35045.0,14121.0,2819258.0,4042.7821666258587,4042.7821666258587,4042.7821666258587
2020-07-21,190.0,244624.0,13.0,35058.0,23915.0,2843173.0,4045.9246452158213,4045.9246452158213,4045.9246452158213
2020-07-22,128.0,244752.0,15.0,35073.0,29288.0,2872461.0,4048.041683423796,4048.041683423796,4048.041683423796
2020-07-23,280.0,245032.0,9.0,35082.0,33018.0,2905479.0,4052.672704503741,4052.672704503741,4052.672704503741
2020-07-24,306.0,245338.0,10.0,35092.0,28970.0,2934449.0,4057.7337489696806,4057.7337489696806,4057.7337489696806
2020-07-25,252.0,245590.0,5.0,35097.0,28059.0,2962508.0,4061.901667941631,4061.901667941631,4061.901667941631
2020-07-26,274.0,245864.0,5.0,35102.0,25177.0,2987685.0,4066.433452855577,4066.433452855577,4066.433452855577
2020-07-27,254.0,246118.0,5.0,35107.0,19374.0,3007059.0,4070.6344505495267,4070.6344505495267,4070.6344505495267
2020-07-28,168.0,246286.0,5.0,35112.0,25341.0,3032400.0,4073.413063197494,4073.413063197494,4073.413063197494
2020-07-29,202.0,246488.0,11.0,35123.0,30875.0,3063275.0,4076.754014119454,4076.754014119454,4076.754014119454
2020-07-30,288.0,246776.0,6.0,35129.0,33396.0,3096671.0,4081.5173500873975,4081.5173500873975,4081.5173500873975
2020-07-31,382.0,247158.0,3.0,35132.0,29686.0,3126357.0,4087.8353859893223,4087.8353859893223,4087.8353859893223
2020-08-01,379.0,247537.0,9.0,35141.0,31905.0,3158262.0,4094.1038038082474,4094.1038038082474,4094.1038038082474
2020-08-02,295.0,247832.0,5.0,35146.0,24496.0,3182758.0,4098.98291530319,4098.98291530319,4098.98291530319
2020-08-03,238.0,248070.0,8.0,35154.0,13467.0,3196225.0,4102.919283221142,4102.919283221142,4102.919283221142
2020-08-04,159.0,248229.0,12.0,35166.0,23491.0,3219716.0,4105.549041620111,4105.549041620111,4105.549041620111
2020-08-05,190.0,248419.0,5.0,35171.0,29739.0,3249455.0,4108.691520210074,4108.691520210074,4108.691520210074
2020-08-06,384.0,248803.0,10.0,35181.0,32169.0,3281624.0,4115.042634833998,4115.042634833998,4115.042634833998
2020-08-07,401.0,249204.0,6.0,35187.0,30392.0,3312016.0,4121.674918594919,4121.674918594919,4121.674918594919
2020-08-08,552.0,249756.0,3.0,35190.0,26631.0,3338647.0,4130.8046458668105,4130.8046458668105,4130.8046458668105
2020-08-09,347.0,250103.0,13.0,35203.0,22773.0,3361420.0,4136.543804133742,4136.543804133742,4136.543804133742
2020-08-10,463.0,250566.0,2.0,35205.0,10904.0,3372324.0,4144.201528276651,4144.201528276651,4144.201528276651
2020-08-11,259.0,250825.0,4.0,35209.0,22063.0,3394387.0,4148.4852227756,4148.4852227756,4148.4852227756
2020-08-12,412.0,251237.0,6.0,35215.0,27330.0,3421717.0,4155.299439507518,4155.299439507518,4155.299439507518
2020-08-13,476.0,251713.0,10.0,35225.0,25629.0,3447346.0,4163.172175343425,4163.172175343425,4163.172175343425
2020-08-14,522.0,252235.0,6.0,35231.0,24868.0,3472214.0,4171.805721785322,4171.805721785322,4171.805721785322
2020-08-15,574.0,252809.0,3.0,35234.0,25937.0,3498151.0,4181.299314999209,4181.299314999209,4181.299314999209
2020-08-16,629.0,253438.0,158.0,35392.0,22470.0,3520621.0,4191.702573068085,4191.702573068085,4191.702573068085
2020-08-17,477.0,253915.0,4.0,35396.0,21379.0,3542000.0,4199.591848264991,4199.591848264991,4199.591848264991
2020-08-18,320.0,254235.0,4.0,35400.0,32687.0,3574687.0,4204.884443784928,4204.884443784928,4204.884443784928
2020-08-19,401.0,254636.0,5.0,35405.0,41290.0,3615977.0,4211.516727545849,4211.516727545849,4211.516727545849
2020-08-20,642.0,255278.0,7.0,35412.0,49662.0,3665639.0,4222.134997307723,4222.134997307723,4222.134997307723
2020-08-21,840.0,256118.0,6.0,35418.0,44943.0,3710582.0,4236.028060547557,4236.028060547557,4236.028060547557
2020-08-22,947.0,257065.0,9.0,35427.0,46613.0,3757195.0,4251.690835414371,4251.690835414371,4251.690835414371
2020-08-23,1071.0,258136.0,3.0,35430.0,47463.0,3804658.0,4269.40449104516,4269.40449104516,4269.40449104516
2020-08-24,1209.0,259345.0,7.0,35437.0,33358.0,3838016.0,4289.400578493922,4289.400578493922,4289.400578493922
2020-08-25,953.0,260298.0,4.0,35441.0,45798.0,3883814.0,4305.162589526734,4305.162589526734,4305.162589526734
2020-08-26,876.0,261174.0,4.0,35445.0,58054.0,3941868.0,4319.651069762562,4319.651069762562,4319.651069762562
2020-08-27,1366.0,262540.0,13.0,35458.0,57640.0,3999508.0,4342.243836888292,4342.243836888292,4342.243836888292
2020-08-28,1409.0,263949.0,5.0,35463.0,65135.0,4064643.0,4365.547796537015,4365.547796537015,4365.547796537015
2020-08-29,1460.0,265409.0,9.0,35472.0,64294.0,4128937.0,4389.695263596727,4389.695263596727,4389.695263596727
2020-08-30,1444.0,266853.0,1.0,35473.0,53541.0,4182478.0,4413.578100880443,4413.578100880443,4413.578100880443
2020-08-31,1365.0,268218.0,4.0,35477.0,42583.0,4225061.0,4436.154328645174,4436.154328645174,4436.154328645174
2020-09-01,996.0,269214.0,6.0,35483.0,54395.0,4279456.0,4452.627532200978,4452.627532200978,4452.627532200978
2020-09-02,975.0,270189.0,8.0,35491.0,,,4468.753409175786,4468.753409175786,4468.753409175786
2020-09-03,1326.0,271515.0,6.0,35497.0,,,4490.684601861525,4490.684601861525,4490.684601861525
